Display all transactions from my IndusInd Bank,check_transactions,2
Can I set up recurring payments for bills,none,0
May I see the balance for my Axis Bank account in $,check_balance,1
It is as you say Indeed,yes,5
No that's not my understanding,no,6
ICICI Bank account,none,0
You bet that's accurate,yes,5
I am instructing a payment of $167.30 through my ICBC account,send_money,3
It is as you say Affirmative,yes,5
I want to review transactions,check_transactions,2
I need you to request 124 euros and 22 cents using my State Bank of India account,request_money,4
Requesting to dispatch some money using Alfa Bank,send_money,3
UBI Banca account,none,0
Argenta,none,0
How to link my social media profiles to the app,none,0
Could you assist in receiving £417 and 42 cents from Dominic,request_money,4
Could you facilitate the transfer of $491.33 to Lino Carli from CaixaBank,send_money,3
Desiderio Moretti,none,0
How do I adjust the text size in the app for better readability,none,0
Certainly count it as a yes,yes,5
481 euros and 67 cents,none,0
Please request 252.44 pounds,request_money,4
Cameron Campbell,none,0
Can the app notify me of upcoming economic events,none,0
€467.48,none,0
No I have a different perspective,no,6
What are my most recent transactions,check_transactions,2
I'm seeking to collect some money,request_money,4
Do it,yes,5
one pound and 43 cents,none,0
Nope that's not it,no,6
I deny,no,6
Ugo,none,0
How can I set a reminder for my annual credit report,none,0
Transfer some money from my Standard Chartered account please,send_money,3
Arrange for a fund transfer of 322 euros and 17 cents,send_money,3
Can you provide details of the recent transactions,check_transactions,2
Requesting to collect some money,request_money,4
What are my most recent transactions,check_transactions,2
Affirmatively speaking yes,yes,5
I am instructing a collection of 274.93 dollars from Jason through my default account,request_money,4
$315.88,none,0
150 dollars and 61 cents,none,0
Truly that's just how it is,yes,5
That's not my understanding,no,6
I need the transaction history involving Gilda Marini,check_transactions,2
Kindly process a request for 234.35 euros,request_money,4
$378.93,none,0
For sure Absolutely,yes,5
May I see the balance for my Swedbank account in $,check_balance,1
Natalino,none,0
Is there a way to get alerts for specific stock market movements,none,0
Gazprombank account,none,0
Check the balance of my bank account,check_balance,1
Banco Sabadell,none,0
I'm seeking to collect 92 dollars and 77 cents from Lino Carli,request_money,4
Affirmative,yes,5
What are my most recent transactions to Cora Nguyen from account Bank of India,check_transactions,2
For sure Sure,yes,5
I'm seeking to collect £254.72,request_money,4
Can I see the last payments made to Naomi from my Bank of China account,check_transactions,2
Are there any recent transactions involving Franca,check_transactions,2
Would you please execute a request,request_money,4
What's my balance,check_balance,1
Ivonne,none,0
£342 and 47 cents,none,0
Not at all I can't agree with that,no,6
Rossiya Bank account,none,0
330.66 dollars,none,0
Requesting to dispatch £396 and six cents to Desiderio,send_money,3
Can you provide details of the recent transactions to Andrea from Barclays,check_transactions,2
Not quite that's off the mark,no,6
mum,none,0
Initiate a wire transfer of 184.81 pounds please,send_money,3
Definitely not,no,6
Definitely not,no,6
I'm planning to receive some money from niece via UBS,request_money,4
Handelsbanken account,none,0
How do I turn on location-based services,none,0
Elsa Carli,none,0
AED286 and 61 cents,none,0
Lorenzo Ferrero,none,0
That's not the case no,no,6
£183,none,0
Most definitely without any doubt,yes,5
Maverick Cox,none,0
How can I set up a college fund for my child using the app,none,0
AED422.10,none,0
No that's not correct,no,6
May I see the balance for my bank account,check_balance,1
By no means I can't agree with that,no,6
No that's off the mark,no,6
I'd like to remit some money,send_money,3
Do it,yes,5
What are my most recent transactions from account UOB,check_transactions,2
Show my Union Bank of India account balance,check_balance,1
I don't confirm it,no,6
Reveal the balance of my bank account,check_balance,1
Would you please execute a request for 206 pounds and 62 cents from Nevaeh using my account at Bank of America,request_money,4
Not in the slightest I can't agree with that,no,6
£108.75,none,0
Initiate a transaction of AED387 and 62 cents to Kinsley using Bank of China,send_money,3
296 dirhams and 82 cents,none,0
Layla White,none,0
May I see the balance for my primary account in £,check_balance,1
How can I set a reminder for my annual credit report,none,0
Arrange for a fund transfer of 269.81 dirhams from CIBC,send_money,3
Affirmative that's my belief. absolutely,yes,5
Not in this case no,no,6
What is the current balance of my euros account,check_balance,1
How do I enable voice commands in the app,none,0
AED95.69,none,0
Display my dirhams account balance,check_balance,1
How do I use the app to plan for long-term savings,none,0
It is as you say Absolutely,yes,5
I'm authorizing a payment of 322 euros and 80 cents to father,send_money,3
Arrange to receive a fund,request_money,4
Kindly process a transaction from my UniCredit account,send_money,3
How do I adjust the text size in the app for better readability,none,0
I'm planning to receive some money,request_money,4
Transfer some money from my CIMB Bank account to Christopher Walker please,send_money,3
May I see the balance for my bank account,check_balance,1
177.21 euros,none,0
Can you tell me the balance for my SNS Bank account in euros,check_balance,1
Can you request some money from Osvaldo Sorrentino's account,request_money,4
Request to receive $254.48 to my Wells Fargo account from Barbara please,request_money,4
Please send some money to Elisa,send_money,3
That's incorrect,no,6
Are there any recent transactions,check_transactions,2
Would you please execute a request for 198 pounds and 52 cents using my account at Capital One,request_money,4
Can you explain how to set up facial recognition for login,none,0
Natalino,none,0
Yes precisely as mentioned,yes,5
No I think you're mistaken,no,6
Sofia,none,0
Request to receive 449 pounds and 66 cents to my CIBC account from Daria please,request_money,4
OCBC Bank account,none,0
Giancarlo Marchetti,none,0
It is as you say Definitely,yes,5
Please request €477 and 26 cents from Paolo,request_money,4
Morgan Stanley,none,0
Can you move 195.15 pounds to Natalia's account,send_money,3
I am instructing a payment of 126.21 euros to stepmother through my Capital One account,send_money,3
No that's not my understanding,no,6
I need to receive some money,request_money,4
Requesting to collect some money using JPMorgan Chase,request_money,4
425.87 euros,none,0
I am instructing a payment of 272.25 euros through my Citibank Singapore account,send_money,3
Display my bank account balance,check_balance,1
UBS account,none,0
Not exactly not as far as I know,no,6
HSBC,none,0
186 dirhams and 36 cents,none,0
Request to receive some money to my Santander Bank account from Bryson Hall please,request_money,4
Most assuredly that's the case,yes,5
Initiate a wire transfer of AED84 and 55 cents to Isabella Murphy please,send_money,3
Aiden Cook,none,0
primary,none,0
Give me a summary of recent payments to Austin Lopez from my RHB Bank,check_transactions,2
musician,none,0
Axis Bank,none,0
Lillian,none,0
Please request £142 and 84 cents from Xavier's account at HSBC Singapore,request_money,4
Christopher,none,0
Nordea Bank,none,0
Please request some money,request_money,4
I want to transfer 99 euros and five cents,send_money,3
214.89 pounds,none,0
Bank of Baroda,none,0
I'm seeking to collect some money from Zeno Bertolini,request_money,4
Can I track the status of money I've lent to friends in the app,none,0
AED422 and 29 cents,none,0
$331 and 87 cents,none,0
Can you tell me the balance for my bank account,check_balance,1
I disagree with that,no,6
That's not true,no,6
Give me a summary of recent payments from my IDBI Bank,check_transactions,2
For sure Indeed,yes,5
499.46 dollars,none,0
Display my Yes Bank account in dirhams balance,check_balance,1
Display all transactions to Brayden,check_transactions,2
What's the process to link my account with wearables,none,0
Standard Chartered,none,0
491 dirhams and 98 cents,none,0
£156 and 71 cents,none,0
Check if I have any transactions recently,check_transactions,2
226 euros and 90 cents,none,0
I need to wire £240 and 99 cents to Basilio,send_money,3
What are the ways to get financial advice through the app,none,0
Tiziana,none,0
Initiate a request using Hang Seng Bank,request_money,4
Initiate a transaction to teacher,send_money,3
I can confirm that Sure,yes,5
What's the process for syncing the app with my online banking,none,0
I want to transfer $419 and 73 cents,send_money,3
Can you tell me the balance for my bank account,check_balance,1
I'm afraid that's not the case,no,6
primary,none,0
451 dollars and 92 cents,none,0
Kindly process a transaction of €131.09 to Adrian Ortiz from my Bank of China account,send_money,3
BNP Paribas Fortis account,none,0
That's wrong,no,6
Not exactly that's off the mark,no,6
359 dollars and 23 cents,none,0
That is exactly right,yes,5
I need you to request 175 dirhams and 15 cents,request_money,4
293 pounds and 88 cents,none,0
No not as far as I know,no,6
I can confirm that Definitely,yes,5
Banco BPM,none,0
I need to wire $79.32 to Daniele Serra,send_money,3
Request to receive some money to my Maybank account from Sophie please,request_money,4
Moreno Giuliano,none,0
Definitely without any doubt. absolutely,yes,5
For sure Of course,yes,5
Bankinter,none,0
I'd like to remit 301.94 euros,send_money,3
Far from it that's off the mark,no,6
I want to transfer 121 pounds and 58 cents using my Banco BPM account,send_money,3
That's not accurate,no,6
That's right,yes,5
Arrange for a fund transfer of 41.08 dollars,send_money,3
May I see the balance for my ABN AMRO account in euros,check_balance,1
Tell me the total in my Banca Monte dei Paschi di Siena account in dirhams,check_balance,1
Can the app help me find the best rates for savings accounts,none,0
PNC Financial Services,none,0
Could you assist in receiving 304.73 dirhams,request_money,4
Precisely,yes,5
I'd say no,no,6
Tell me the total in my $ account,check_balance,1
Santiago Powell,none,0
Allison Carter,none,0
£231 and 25 cents,none,0
Affirmative,yes,5
Show me the recent transactions on my bank accounts,check_transactions,2
Yes precisely as mentioned,yes,5
A resounding yes indeed,yes,5
Show my $ account balance,check_balance,1
Can the app suggest ways to reduce bank fees,none,0
I need the transaction history,check_transactions,2
What's the latest feature for managing subscription services in the app,none,0
How to adjust the privacy settings for my profile,none,0
I can confirm that Definitely,yes,5
Kennedy Williams,none,0
Gazprombank,none,0
Unfortunately no,no,6
Reveal the balance of my BBVA account,check_balance,1
116 euros and 86 cents,none,0
Can you tell me the balance for my UniCredit Bank Austria account in euros,check_balance,1
Please display the most recent payments,check_transactions,2
How much is in my HDFC Bank account,check_balance,1
Far from it I can't agree with that,no,6
Are there any recent transactions,check_transactions,2
Affirmative that's my belief,yes,5
Alfa Bank account,none,0
Can the app provide a summary of my financial health,none,0
Absolutely,yes,5
Reveal the balance of my bank account,check_balance,1
How to use the app to track my progress towards financial independence,none,0
Raiffeisen Bank International,none,0
Not quite that's off the mark,no,6
I am instructing a collection from Ciro through my Dexia account,request_money,4
By no means not as far as I know,no,6
€470.51,none,0
Sure thing,yes,5
Can the app provide a forecast of my future savings,none,0
Can you request some money,request_money,4
Of course I do,yes,5
I'm planning to receive some money,request_money,4
I'd have to say no I'm not convinced,no,6
Show me the recent transactions with Noah Gonzalez,check_transactions,2
Go ahead,yes,5
Would you please execute a transfer of 301.51 dollars,send_money,3
I'd have to say no I'm not convinced,no,6
I am instructing a payment to Giorgia Maggiore through my Bank of China account,send_money,3
Greyson Butler,none,0
I am instructing a collection of £16 and 22 cents,request_money,4
primary,none,0
Please display the most recent payments to Emily Evans from my CaixaBank,check_transactions,2
Hailey,none,0
Precisely,yes,5
I'd like to remit some money to Jace,send_money,3
Can the app send me reminders about my financial review appointments,none,0
Show me the recent transactions with Edoardo De Simone on my Bawag PSK account,check_transactions,2
Agricultural Bank of China,none,0
I need you to request Easton Flores some money using my ANZ account,request_money,4
Please send $343 and 29 cents from my account at Standard Chartered to Autumn King,send_money,3
Requesting to dispatch €110 and 66 cents using Bank of India,send_money,3
Mizuho Financial Group account,none,0
Willow Perry,none,0
Could you facilitate the transfer of some money to professor,send_money,3
How much is in my bank account in dollars,check_balance,1
Please arrange a collection from Maya Hernandez usin Barclays account,request_money,4
Matthew,none,0
467 euros and 31 cents,none,0
Ilaria,none,0
sister,none,0
For sure Certainly,yes,5
How do I set up bi-weekly financial check-ins on the app,none,0
430.66 pounds,none,0
It is as you say Affirmative,yes,5
Display my pounds account balance,check_balance,1
How much do I have in my US Bancorp account right now,check_balance,1
I'd like to receive some money from Sante through Bank of America,request_money,4
Jaxon Gutierrez,none,0
Monica,none,0
Alfio Farina,none,0
UBI Banca,none,0
Arrange for a fund transfer of £131.18 to Gabriella,send_money,3
I want to review transactions to Jeremiah Stewart involving my Bank of India account,check_transactions,2
Kindly process a transaction from my Groupe BPCE account,send_money,3
What are the latest transactions with Natalia,check_transactions,2
How to configure the app's alerts for my investment milestones,none,0
Bawag PSK,none,0
What are my most recent transactions to Chiara Marino,check_transactions,2
279.46 dirhams,none,0
Can you move some money from Banca Monte dei Paschi di Siena to Claire's account,send_money,3
Absolutely,yes,5
$218.12,none,0
Of course I do,yes,5
ICICI Bank account,none,0
How to set up a savings challenge with friends in the app,none,0
VTB Bank account,none,0
Nordea Bank account,none,0
Yes that aligns with my thoughts,yes,5
I want to send $330 and 46 cents to Lelia Caruso,send_money,3
That's true,yes,5
Carmen Moro,none,0
Chiara Valentini,none,0
Can you provide details of the recent transactions from Erste Group Bank,check_transactions,2
What is the app's policy on data privacy,none,0
88.43 dirhams,none,0
Unquestionably,yes,5
Can you request £428.97,request_money,4
I'd like to know my current bank account balance,check_balance,1
Sonia Fiore,none,0
Can the app help me optimize my debt repayment strategy,none,0
Not in this case,no,6
Valeria Orlando,none,0
How to find the nearest branch or ATM using the app,none,0
I disagree with that,no,6
Show my £ account balance,check_balance,1
Yes Bank account,none,0
Emma,none,0
AED451.78,none,0
Initiate a wire transfer from Banco BPM please,send_money,3
HSBC Singapore,none,0
Initiate a transaction,send_money,3
It is as you say Of course,yes,5
Can I set up the app to alert me to recurring annual expenses,none,0
Please arrange a payment of 111.90 dollars,send_money,3
Would you please execute a request for $146 and 35 cents,request_money,4
What are the steps to link my insurance policies with the app,none,0
I want to send some money to Corrado,send_money,3
Tell me the total in my Hang Seng Bank account in AED,check_balance,1
Check the balance of my BNP Paribas Fortis account in euros,check_balance,1
Indeed that's just how it is. absolutely,yes,5
I'd like to know my current Argenta account balance,check_balance,1
381.19 pounds,none,0
No that's a misunderstanding,no,6
No you're mistaken,no,6
Kindly process a transaction,send_money,3
Westpac account,none,0
Luisa,none,0
That's incorrect,no,6
Far from it I can't agree with that,no,6
No way,no,6
£208 and 57 cents,none,0
I need you to request Barbara AED175 and 87 cents,request_money,4
I need you to send 441 euros and 75 cents,send_money,3
I want to review transactions to Flaminia,check_transactions,2
I'm authorizing a collection of $221.81 to Handelsbanken,request_money,4
Can you tell me the balance for my Westpac account in euros,check_balance,1
How to use the app's goal tracking feature,none,0
Chiara,none,0
Not by any means that doesn't seem right,no,6
Don't do that,no,6
Correct as expected,yes,5
Give me a summary of recent payments,check_transactions,2
Requesting to dispatch 448.64 dirhams using Banco Santander,send_money,3
Request to receive some money to my UBI Banca account please,request_money,4
Bank of India,none,0
I'd say no,no,6
Please arrange a payment of AED409.35 from RBC Royal Bank account,send_money,3
I need you to request some money using my Bank of Baroda account,request_money,4
What transactions have occurred recently,check_transactions,2
I'd like to remit €221.35 through Standard Chartered,send_money,3
No you've got it wrong,no,6
Undoubtedly,yes,5
€164 and eight cents,none,0
How do I create a joint account in the app,none,0
ING,none,0
What are my most recent transactions,check_transactions,2
Definitely not,no,6
I don't confirm it,no,6
I'd like to receive €265.40 through Sumitomo Mitsui Financial Group,request_money,4
Can you check the last few transactions to Aiden Wright,check_transactions,2
Display my bank account balance,check_balance,1
Find the recent payments I made,check_transactions,2
Kotak Mahindra Bank account,none,0
Banca Monte dei Paschi di Siena,none,0
Show me the recent transactions on my Intesa Sanpaolo account,check_transactions,2
Are there any recent transactions involving my account Banco BPM and musician Adrian,check_transactions,2
What is the current balance of my account,check_balance,1
NAB,none,0
How much is in my BBVA account in dollars,check_balance,1
I'd like to know my current RBC Royal Bank account balance in pounds,check_balance,1
AED348 and 76 cents,none,0
Please request some money from Lincoln,request_money,4
I can confirm that Sure,yes,5
How much do I have in my Nomura Holdings account in AED right now,check_balance,1
Yes,yes,5
I am instructing a payment of $457 and 73 cents to Connor,send_money,3
I'd like to remit 345 dollars and 86 cents,send_money,3
Can I use the app to help prepare for tax season,none,0
Sberbank,none,0
$426,none,0
Is there a way to set up a notification for when a new blog post is published,none,0
$409.97,none,0
Can you move some money from UniCredit to Matthew Cooper's account,send_money,3
Initiate a transaction of AED462.90,send_money,3
Are there any recent transactions involving my account CaixaBank and Brayden,check_transactions,2
May I see the balance for my CIMB Bank account,check_balance,1
Where can I find the app's user manual,none,0
I am instructing a collection of €185.20 from Anthony Jones,request_money,4
I'm authorizing a payment to Andrea from Nomura Holdings,send_money,3
Reveal the balance of my Societe Generale account in £,check_balance,1
Handelsbanken,none,0
Sure thing,yes,5
List all recent transfers,check_transactions,2
Not in the slightest that doesn't seem right,no,6
I'm authorizing a collection to RBC Royal Bank,request_money,4
Can you move AED167 and 23 cents to Lincoln's account,send_money,3
You're right,yes,5
How can I access historical data of my financial activities,none,0
82.23 dirhams,none,0
I can confirm that Indeed,yes,5
Show my KBC Bank account balance in dirhams,check_balance,1
What are the options for exporting data to other financial tools,none,0
What is the current balance of my Federal Bank account,check_balance,1
What are the different ways to contact customer support,none,0
£380 and 73 cents,none,0
Reveal the balance of my SBI Group account,check_balance,1
Display my Bawag PSK account in £ balance,check_balance,1
Find the recent payments I made from my CIBC account,check_transactions,2
I'd like to remit AED232.09 through Citigroup,send_money,3
I am instructing a collection from Liliana Conte through my Triodos Bank account,request_money,4
Edoardo,none,0
Groupe BPCE,none,0
Can I connect the app with my email for invoice tracking,none,0
Certainly count it as a yes,yes,5
How much is in my Banca Monte dei Paschi di Siena account in €,check_balance,1
How do I set up bi-weekly financial check-ins on the app,none,0
Are there any recent transactions involving my account IDBI Bank and Jackson,check_transactions,2
Colton Diaz,none,0
UBI Banca,none,0
Absolutely not I can't agree with that,no,6
I'd like to remit some money to Letizia,send_money,3
Kindly process a transaction of AED82.47 from my UniCredit Bank Austria account,send_money,3
Arturo D'Amico,none,0
I must say no,no,6
Asher,none,0
I can confirm that Absolutely,yes,5
Jacob,none,0
Please display the most recent payments from my IDBI Bank account,check_transactions,2
Banca Monte dei Paschi di Siena,none,0
Kindly process a request from Michela using my CaixaBank account,request_money,4
I'm authorizing a collection of AED56 and 74 cents from Zoe to Yes Bank,request_money,4
Please display the most recent payments to granddaughter Dario,check_transactions,2
Regrettably no,no,6
Yes precisely as mentioned,yes,5
Mitsubishi UFJ Financial Group account,none,0
I want to review transactions to Patrizia,check_transactions,2
That's not the case no,no,6
I'd like to know my current dollars account balance,check_balance,1
Andrew,none,0
I don't confirm it,no,6
Credit Agricole,none,0
HDFC Bank,none,0
Nope,no,6
Saverio De Angelis,none,0
It is as you say Affirmative,yes,5
I need you to request AED425 and 44 cents using my Canara Bank account,request_money,4
No you're mistaken,no,6
Can you guide me through the loan application process in the app,none,0
JPMorgan Chase,none,0
Check the balance of my Banca Monte dei Paschi di Siena account,check_balance,1
Confirmed,yes,5
I am instructing a collection from Fabio Fabbri,request_money,4
Initiate a request of 205 pounds and 96 cents from Liam Carter using Rossiya Bank,request_money,4
What is the current balance of my dollars account,check_balance,1
Could you assist in receiving 214 dollars and 34 cents,request_money,4
No not as far as I know,no,6
Future Bank,none,0
I'd like to know my current SBI Group account balance in €,check_balance,1
Can you tell me the balance for my euros account,check_balance,1
Bankinter account,none,0
Tell me the total in my Royal Bank of Scotland account,check_balance,1
AED385 and 9 cents,none,0
£465 and 14 cents,none,0
Can you move 259 dirhams and nine cents to designer's account,send_money,3
What tools does the app offer for tracking spending on entertainment,none,0
That's not my understanding,no,6
Not by any means that's off the mark,no,6
419.08 dollars,none,0
Initiate a request of 358 dollars and 94 cents,request_money,4
What's my balance in the € account,check_balance,1
What are the steps to set up a joint savings goal with my spouse in the app,none,0
19.38 euros,none,0
What are the latest transactions with Samuel Russell,check_transactions,2
Would you please execute a transfer from my account at Lloyds Banking Group,send_money,3
Initiate a wire transfer of 123.78 dollars please,send_money,3
Please arrange a collection of $401 and 88 cents,request_money,4
I want to transfer AED460 and 73 cents to Concetta Ferretti,send_money,3
Scotiabank account,none,0
Banco BPM,none,0
How much is in my Sberbank account in dirhams,check_balance,1
That's not my view,no,6
Please arrange a collection of 138.39 dollars from Bruno Rossi,request_money,4
Mario Carbone,none,0
That's my understanding,yes,5
Sadly no,no,6
You better not,no,6
I need to receive some money through my Scotiabank account,request_money,4
I am instructing a collection from Alexa Morales,request_money,4
Can the app help me with organizing my financial documents,none,0
285.34 dirhams,none,0
Matilde,none,0
I want to send some money,send_money,3
€146 and 87 cents,none,0
What are my most recent transactions to Sofia D'Angelo,check_transactions,2
Initiate a transaction to Aiden Wright using SEB,send_money,3
I am instructing a payment,send_money,3
What transactions have occurred recently on HSBC Singapore account,check_transactions,2
Absolutely not,no,6
What's the process for adding a new beneficiary,none,0
How do I export my data from the app for personal backup,none,0
398.88 pounds,none,0
